code,report_period_end,period_key,pub_date,balance__capital_reserve_fund,balance__cash_equivalents,balance__deferred_tax_assets,balance__equities_parent_company_owners,balance__lend_capital,balance__ordinary_risk_reserve_fund,balance__paidin_capital,balance__retained_profit,balance__salaries_payable,balance__surplus_reserve_fund,balance__taxs_payable,balance__total_assets,balance__total_liability,balance__total_owner_equities,bank_indicator__Nonperforming_loan_rate,bank_indicator__capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__cost_to_income_ratio,bank_indicator__deposit_loan_ratio,bank_indicator__net_interest_margin,bank_indicator__non_interest_income_ratio,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__total_deposit,bank_indicator__total_loan,bank_indicator__weighted_risky_asset,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__exchange_rate_change_effect,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__interest_and_commission_cashin,cash_flow__invest_cash_paid,cash_flow__invest_proceeds,cash_flow__invest_withdrawal_cash,cash_flow__net_finance_cash_flow,cash_flow__net_invest_cash_flow,cash_flow__net_loan_and_advance_increase,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_finance_cash_outflow,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__tax_payments,income__commission_expense,income__commission_income,income__income_tax_expense,income__interest_expense,income__interest_income,income__investment_income,income__minority_profit,income__net_profit,income__np_parent_company_owners,income__operating_profit,income__operating_revenue,income__total_profit,indicator__adjusted_profit,indicator__eps,indicator__expense_to_total_revenue,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,indicator__inc_operation_profit_annual,indicator__inc_return,indicator__inc_revenue_annual,indicator__inc_total_revenue_annual,indicator__net_profit_margin,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__operating_profit,indicator__operation_profit_to_total_revenue,indicator__roa,indicator__roe,indicator__value_change_profit
000001.XSHE,2020-12-31,2020q4,2021-02-02,80816000000.0,390156000000.0,39034000000.0,364131000000.0,70996000000.0,51536000000.0,19406000000.0,131186000000.0,16959000000.0,10781000000.0,11444000000.0,4468514000000.0,4104383000000.0,364131000000.0,,,,,,,,,,,,-14121000000.0,-14121000000.0,0.0,-1888000000.0,1795000000.0,55199000000.0,133726000000.0,7995000000.0,127272000000.0,34757000000.0,-131000000.0,101972000000.0,-46859000000.0,3771000000.0,181845000000.0,135390000000.0,135521000000.0,140945000000.0,187804000000.0,4145000000.0,2211000000.0,13453000000.0,1398000000.0,21910000000.0,46406000000.0,1618000000.0,,6530000000.0,6530000000.0,7986000000.0,36978000000.0,7928000000.0,6524000000.0,0.3365,78.4,-25.11,-25.11,-29.1,1.8,-3.29,-3.29,17.66,17.66,-126.72,6795000000.0,21.6,0.15,1.81,1132000000.0
000001.XSHE,2021-03-31,2021q1,2021-04-21,80816000000.0,406705000000.0,37207000000.0,372617000000.0,78386000000.0,51538000000.0,19406000000.0,139287000000.0,14231000000.0,10781000000.0,12750000000.0,4572974000000.0,4200357000000.0,372617000000.0,,,,,,,,,,,,283391000000.0,4441000000.0,278950000000.0,17000000.0,3550000000.0,57614000000.0,106909000000.0,7807000000.0,89125000000.0,29489000000.0,-13512000000.0,121222000000.0,-11553000000.0,8617000000.0,228136000000.0,96947000000.0,110459000000.0,200992000000.0,212545000000.0,2705000000.0,2252000000.0,10733000000.0,2742000000.0,22308000000.0,52074000000.0,2757000000.0,,10132000000.0,10132000000.0,12929000000.0,41788000000.0,12874000000.0,10111000000.0,0.5221,69.06,55.16,55.16,61.9,2.74,13.01,13.01,24.25,24.25,-27.65,9412000000.0,30.94,0.22,2.75,3436000000.0
000001.XSHE,2021-06-30,2021q2,2021-08-20,80816000000.0,405165000000.0,39161000000.0,377193000000.0,106005000000.0,51544000000.0,19406000000.0,143239000000.0,16167000000.0,10781000000.0,9449000000.0,4723520000000.0,4346327000000.0,377193000000.0,,,,,,,,,,,,14726000000.0,14726000000.0,0.0,-1071000000.0,760000000.0,57079000000.0,139718000000.0,9906000000.0,131262000000.0,119210000000.0,1006000000.0,106436000000.0,-104419000000.0,3740000000.0,145916000000.0,141484000000.0,140478000000.0,55275000000.0,159694000000.0,10790000000.0,1038000000.0,9955000000.0,2016000000.0,23163000000.0,52758000000.0,3206000000.0,,7451000000.0,7451000000.0,9486000000.0,42892000000.0,9467000000.0,7400000000.0,0.384,77.88,-26.46,-26.46,-26.63,1.97,2.64,2.64,17.37,17.37,-243.45,5158000000.0,22.12,0.16,1.99,4247000000.0
000001.XSHE,2021-09-30,2021q3,2021-10-21,80816000000.0,410721000000.0,39572000000.0,388858000000.0,117850000000.0,52334000000.0,19406000000.0,154001000000.0,18309000000.0,10781000000.0,11709000000.0,4853074000000.0,4464216000000.0,388858000000.0,,,,,,,,,,,,-23329000000.0,-23329000000.0,0.0,-88000000.0,1623000000.0,57258000000.0,160468000000.0,7360000000.0,137196000000.0,3928000000.0,-17333000000.0,113636000000.0,-9836000000.0,3993000000.0,262441000000.0,144758000000.0,162091000000.0,139453000000.0,149289000000.0,4652000000.0,2060000000.0,10101000000.0,2894000000.0,23655000000.0,53855000000.0,3404000000.0,,11552000000.0,11552000000.0,14414000000.0,42510000000.0,14446000000.0,11481000000.0,0.5953,66.09,55.04,55.04,51.95,3.0,-0.89,-0.89,27.17,27.17,-23.14,10177000000.0,33.91,0.24,3.02,4179000000.0
000001.XSHE,2021-12-31,2021.0,2022-03-10,,,,,,,,,,,,,,,1.02,13.34,8.6,28.3,102.4387,2.79,28.96,288.42,2990518000000.0,3063448000000.0,3566465000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2021-12-31,2021q4,2022-03-10,80816000000.0,390248000000.0,39735000000.0,395448000000.0,94473000000.0,58339000000.0,19406000000.0,154377000000.0,18095000000.0,10781000000.0,11685000000.0,4921380000000.0,4525932000000.0,395448000000.0,,,,,,,,,,,,-49566000000.0,-49566000000.0,0.0,-462000000.0,681000000.0,58768000000.0,146482000000.0,10944000000.0,125577000000.0,28437000000.0,-10616000000.0,106095000000.0,-66925000000.0,4210000000.0,295242000000.0,136547000000.0,147163000000.0,90328000000.0,157253000000.0,5264000000.0,1778000000.0,9401000000.0,1891000000.0,24074000000.0,54849000000.0,2876000000.0,,7201000000.0,7201000000.0,9156000000.0,42193000000.0,9092000000.0,7238000000.0,0.3711,78.3,-37.66,-37.66,-36.48,1.85,-0.75,-0.75,17.07,17.07,-158.62,9156000000.0,21.7,0.15,1.84,3781000000.0
000001.XSHE,2022-03-31,2022q1,2022-04-27,80816000000.0,425820000000.0,38041000000.0,406175000000.0,131340000000.0,58733000000.0,19406000000.0,164804000000.0,14730000000.0,10781000000.0,12908000000.0,5117949000000.0,4711774000000.0,406175000000.0,,,,,,,,,,,,304962000000.0,79740000000.0,225222000000.0,-477000000.0,204000000.0,62357000000.0,144830000000.0,8830000000.0,131168000000.0,-61953000000.0,-4957000000.0,107036000000.0,147127000000.0,9111000000.0,285397000000.0,140077000000.0,145034000000.0,359715000000.0,212588000000.0,3763000000.0,1849000000.0,10736000000.0,3334000000.0,24389000000.0,56331000000.0,3878000000.0,,12850000000.0,12850000000.0,16340000000.0,46207000000.0,16184000000.0,12873000000.0,0.6622,64.64,78.45,78.45,78.46,3.21,9.51,9.51,27.81,27.81,318.41,16340000000.0,35.36,0.26,3.21,5229000000.0
000001.XSHE,2022-06-30,2022q2,2022-08-18,80816000000.0,380808000000.0,40477000000.0,412098000000.0,138322000000.0,59009000000.0,19406000000.0,169341000000.0,16179000000.0,10781000000.0,9184000000.0,5108776000000.0,4696678000000.0,412098000000.0,,,,,,,,,,,,-97257000000.0,-97257000000.0,0.0,3555000000.0,412000000.0,61458000000.0,153186000000.0,11387000000.0,136490000000.0,-98472000000.0,-5696000000.0,88231000000.0,3356000000.0,3977000000.0,256641000000.0,147902000000.0,153598000000.0,163429000000.0,160073000000.0,12615000000.0,1691000000.0,8866000000.0,2361000000.0,24341000000.0,56458000000.0,3891000000.0,,9238000000.0,9238000000.0,11621000000.0,45815000000.0,11599000000.0,9169000000.0,0.476,74.63,-28.11,-28.11,-28.88,2.24,-0.85,-0.85,20.16,20.16,7.33,11621000000.0,25.37,0.18,2.26,6370000000.0
000001.XSHE,2022-09-30,2022q3,2022-10-25,80816000000.0,391606000000.0,42063000000.0,425384000000.0,97273000000.0,59247000000.0,19406000000.0,183674000000.0,17375000000.0,10781000000.0,12865000000.0,5195133000000.0,4769749000000.0,425384000000.0,,,,,,,,,,,,-15988000000.0,-15988000000.0,0.0,2668000000.0,1819000000.0,61703000000.0,100422000000.0,8502000000.0,117886000000.0,15042000000.0,24267000000.0,89326000000.0,-57965000000.0,4289000000.0,122100000000.0,126508000000.0,102241000000.0,25332000000.0,83297000000.0,4852000000.0,2116000000.0,8450000000.0,3758000000.0,24412000000.0,57702000000.0,3049000000.0,,14571000000.0,14571000000.0,18334000000.0,46243000000.0,18329000000.0,14555398409.83,0.7509,60.35,57.73,57.73,57.77,3.48,0.93,0.93,31.51,31.51,-125.35,18334000000.0,39.65,0.28,3.48,6555000000.0
000001.XSHE,2022-12-31,2022.0,2023-03-09,,,,,,,,,,,,,,,1.05,13.01,8.64,27.45,99.3108,2.75,27.66,290.28,3352266000000.0,3329161000000.0,3975182000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2022-12-31,2022q4,2023-03-09,80816000000.0,383606000000.0,44079000000.0,434680000000.0,133921000000.0,64768000000.0,19406000000.0,186305000000.0,18571000000.0,10781000000.0,14674000000.0,5321514000000.0,4886834000000.0,434680000000.0,,,,,,,,,,,,30609000000.0,30609000000.0,0.0,333000000.0,1108000000.0,63373000000.0,110793000000.0,9708000000.0,106370000000.0,-16022000000.0,4244000000.0,48310000000.0,42054000000.0,4364000000.0,176456000000.0,116145000000.0,111901000000.0,229302000000.0,187248000000.0,6483000000.0,1890000000.0,9702000000.0,2284000000.0,25606000000.0,58387000000.0,2425000000.0,,8857000000.0,8857000000.0,11180000000.0,41630000000.0,11141000000.0,8809601590.17,0.4564,73.14,-39.21,-39.21,-39.02,2.05,-9.98,-9.98,21.28,21.28,101.02,11180000000.0,26.86,0.17,2.06,877000000.0
000001.XSHE,2023-03-31,2023q1,2023-04-25,80756000000.0,427349000000.0,42685000000.0,446745000000.0,120421000000.0,64848000000.0,19406000000.0,198826000000.0,15042000000.0,10781000000.0,15919000000.0,5455897000000.0,5009152000000.0,446745000000.0,,,,,,,,,,,,289635000000.0,67309000000.0,222326000000.0,-779000000.0,394000000.0,66183000000.0,92751000000.0,8284000000.0,91756000000.0,-48093000000.0,7025000000.0,128555000000.0,109156000000.0,9246000000.0,211550000000.0,100170000000.0,93145000000.0,357721000000.0,248565000000.0,4652000000.0,1488000000.0,10366000000.0,3765000000.0,26577000000.0,58692000000.0,3303000000.0,0.0,14602000000.0,14602000000.0,18369000000.0,45098000000.0,18367000000.0,14469000000.0,0.7525,59.27,64.86,64.86,64.3,3.28,8.33,8.33,32.38,32.38,242.04,18369000000.0,40.73,0.27,3.31,3672000000.0
000001.XSHE,2023-06-30,2023q2,2023-08-24,80757000000.0,417515000000.0,43363000000.0,452073000000.0,141341000000.0,64873000000.0,19406000000.0,204054000000.0,16153000000.0,10781000000.0,6201000000.0,5500524000000.0,5048451000000.0,452073000000.0,,,,,,,,,,,,10428000000.0,10428000000.0,0.0,4130000000.0,555000000.0,64619000000.0,97482000000.0,10785000000.0,118971000000.0,39529000000.0,31684000000.0,20621000000.0,-64915000000.0,4386000000.0,269841000000.0,129721000000.0,98037000000.0,-14528000000.0,50387000000.0,16555000000.0,1420000000.0,8916000000.0,2781000000.0,27256000000.0,57775000000.0,3984000000.0,,10785000000.0,10785000000.0,13568000000.0,43512000000.0,13566000000.0,10747000000.0,0.5558,68.82,-26.14,-26.14,-26.14,2.39,-3.52,-3.52,24.79,24.79,-149.19,13568000000.0,31.18,0.2,2.4,5330000000.0
000001.XSHE,2023-09-30,2023q3,2023-10-25,80759000000.0,448447000000.0,43886000000.0,465860000000.0,157333000000.0,64902000000.0,19406000000.0,218246000000.0,16714000000.0,10781000000.0,8002000000.0,5516388000000.0,5050528000000.0,465860000000.0,,,,,,,,,,,,652000000.0,652000000.0,0.0,102000000.0,1224000000.0,61971000000.0,99093000000.0,8874000000.0,102712000000.0,-82459000000.0,11320000000.0,6896000000.0,71689000000.0,4483000000.0,258621000000.0,111637000000.0,100317000000.0,96397000000.0,24708000000.0,4906000000.0,1290000000.0,7866000000.0,2812000000.0,27767000000.0,56488000000.0,3979000000.0,,14248000000.0,14248000000.0,17110000000.0,39024000000.0,17060000000.0,14352000000.0,0.7342,56.16,32.11,32.11,26.11,3.13,-10.31,-10.31,36.51,36.51,183.7,17110000000.0,43.84,0.26,3.1,3611000000.0
000001.XSHE,2023-12-31,2023.0,2024-03-15,,,,,,,,,,,,,,,1.06,13.43,9.22,27.9,98.5317,2.38,28.36,277.63,3458287000000.0,3407509000000.0,4174044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2023-12-31,2023q4,2024-03-15,80761000000.0,368260000000.0,45757000000.0,472328000000.0,220707000000.0,67917000000.0,19406000000.0,221255000000.0,17189000000.0,10781000000.0,9380000000.0,5587116000000.0,5114788000000.0,472328000000.0,,,,,,,,,,,,-2496000000.0,-2496000000.0,0.0,-1968000000.0,923000000.0,58791000000.0,174445000000.0,10458000000.0,88666000000.0,99112000000.0,-76171000000.0,7592000000.0,-23469000000.0,4231000000.0,185315000000.0,99197000000.0,175368000000.0,89445000000.0,112914000000.0,5887000000.0,1414000000.0,7894000000.0,1905000000.0,28026000000.0,54662000000.0,4788000000.0,,6820000000.0,6820000000.0,8881000000.0,37065000000.0,8725000000.0,6863000000.0,0.3514,76.04,-52.13,-52.13,-48.09,1.46,-5.02,-5.02,18.4,18.4,-63.32,8881000000.0,23.96,0.12,1.45,3749000000.0
000001.XSHE,2024-03-31,2024q1,2024-04-20,80761000000.0,409415000000.0,44308000000.0,485576000000.0,234163000000.0,68048000000.0,19406000000.0,234027000000.0,14032000000.0,10781000000.0,11334000000.0,5729398000000.0,5243822000000.0,485576000000.0,,,,,,,,,,,,308872000000.0,10653000000.0,298219000000.0,923000000.0,241000000.0,59601000000.0,115091000000.0,7709000000.0,115917000000.0,22801000000.0,8311000000.0,98651000000.0,-21382000000.0,8251000000.0,271963000000.0,123643000000.0,115332000000.0,221752000000.0,243134000000.0,3837000000.0,1035000000.0,8216000000.0,3593000000.0,28212000000.0,53369000000.0,4702000000.0,0.0,14932000000.0,14932000000.0,18554000000.0,38770000000.0,18525000000.0,14906000000.0,0.7695,52.14,118.94,118.94,108.92,3.11,4.6,4.6,38.51,38.51,-55.15,18554000000.0,47.86,0.26,3.12,6281000000.0
000001.XSHE,2024-06-30,2024q2,2024-08-16,80761000000.0,390819000000.0,42466000000.0,481869000000.0,259821000000.0,68091000000.0,19406000000.0,230986000000.0,15418000000.0,10781000000.0,6395000000.0,5754033000000.0,5272164000000.0,481869000000.0,,,,,,,,,,,,-14687000000.0,-14687000000.0,0.0,109000000.0,390000000.0,56074000000.0,150282000000.0,11476000000.0,158914000000.0,-169682000000.0,19782000000.0,-48020000000.0,135104000000.0,3746000000.0,327862000000.0,170454000000.0,150672000000.0,287032000000.0,151928000000.0,8370000000.0,900000000.0,6716000000.0,2505000000.0,26831000000.0,50760000000.0,7537000000.0,,10947000000.0,10947000000.0,13533000000.0,38362000000.0,13452000000.0,10974000000.0,0.5641,64.72,-26.69,-26.69,-27.06,2.27,-1.05,-1.05,28.54,28.54,352.18,13533000000.0,35.28,0.19,2.26,8438000000.0
000001.XSHE,2024-09-30,2024q3,2024-10-19,80715000000.0,404880000000.0,41065000000.0,490469000000.0,271428000000.0,68133000000.0,19406000000.0,239899000000.0,15790000000.0,10781000000.0,5175000000.0,5745988000000.0,5255519000000.0,490469000000.0,,,,,,,,,,,,-15473000000.0,-15473000000.0,0.0,-1626000000.0,490000000.0,53251000000.0,207940000000.0,8235000000.0,161457000000.0,1349000000.0,-38632000000.0,-7284000000.0,23436000000.0,4166000000.0,58747000000.0,169798000000.0,208430000000.0,29763000000.0,6327000000.0,4402000000.0,903000000.0,6617000000.0,1917000000.0,25724000000.0,49174000000.0,6133000000.0,,13850000000.0,13850000000.0,15782000000.0,34450000000.0,15767000000.0,13868000000.0,0.7137,54.19,26.52,26.52,16.62,2.85,-10.2,-10.2,40.2,40.2,68.03,15782000000.0,45.81,0.24,2.85,5195000000.0
000001.XSHE,2024-12-31,2024q4,2025-03-15,80713000000.0,401063000000.0,52329000000.0,494842000000.0,267252000000.0,68262000000.0,19406000000.0,243605000000.0,16163000000.0,10781000000.0,14172000000.0,5769270000000.0,5274428000000.0,494842000000.0,,,,,,,,,,,,-21766000000.0,-21766000000.0,0.0,1777000000.0,1267000000.0,50053000000.0,203035000000.0,9392000000.0,173432000000.0,71599000000.0,-21320000000.0,12782000000.0,-73822000000.0,3989000000.0,149358000000.0,182982000000.0,204302000000.0,-7740000000.0,66082000000.0,7218000000.0,894000000.0,6295000000.0,2215000000.0,24187000000.0,45078000000.0,6232000000.0,,4779000000.0,4779000000.0,7337000000.0,35113000000.0,6994000000.0,5090000000.0,0.2463,79.1,-65.49,-65.49,-53.51,1.03,1.92,1.92,13.61,13.61,-210.24,7337000000.0,20.9,0.08,0.97,8674000000.0
000001.XSHE,2025-03-31,2025q1,2025-04-19,80709000000.0,465855000000.0,51779000000.0,506112000000.0,269606000000.0,68313000000.0,19406000000.0,255621000000.0,12912000000.0,10781000000.0,13776000000.0,5777858000000.0,5271746000000.0,506112000000.0,,,,,,,,,,,,286307000000.0,29361000000.0,256946000000.0,-130000000.0,338000000.0,48514000000.0,227916000000.0,9743000000.0,243429000000.0,-158398000000.0,24943000000.0,58965000000.0,162946000000.0,8044000000.0,238065000000.0,253197000000.0,228254000000.0,416055000000.0,253109000000.0,5135000000.0,857000000.0,7450000000.0,2787000000.0,22150000000.0,44938000000.0,6770000000.0,,14096000000.0,14096000000.0,16910000000.0,33709000000.0,16883000000.0,14043000000.0,0.7264,49.84,194.96,194.96,130.48,2.81,-4.0,-4.0,41.82,41.82,483.39,16910000000.0,50.16,0.24,2.82,4094000000.0
000001.XSHE,2025-06-30,2025q2,2025-08-23,80702000000.0,402985000000.0,50481000000.0,510062000000.0,276905000000.0,68366000000.0,19406000000.0,259207000000.0,14061000000.0,10781000000.0,7097000000.0,5874961000000.0,5364899000000.0,510062000000.0,,,,,,,,,,,,19213000000.0,19213000000.0,0.0,-22000000.0,500000000.0,47846000000.0,214625000000.0,5900000000.0,222848000000.0,-6246000000.0,13745000000.0,15221000000.0,11736000000.0,3926000000.0,232861000000.0,228870000000.0,215125000000.0,114133000000.0,102397000000.0,10661000000.0,763000000.0,6909000000.0,2275000000.0,21274000000.0,42993000000.0,5960000000.0,,10774000000.0,10774000000.0,13192000000.0,35676000000.0,13049000000.0,10887000000.0,0.5552,63.02,-23.57,-23.57,-21.99,2.14,5.84,5.84,30.2,30.2,32.9,13192000000.0,36.98,0.18,2.12,7738000000.0
000001.XSHE,2025-09-30,2025q3,2025-10-25,80637000000.0,393314000000.0,49860000000.0,517930000000.0,234666000000.0,68415000000.0,19406000000.0,268047000000.0,14236000000.0,10781000000.0,6904000000.0,5766764000000.0,5248834000000.0,517930000000.0,,,,,,,,,,,,-70682000000.0,-70682000000.0,0.0,87000000.0,450000000.0,46195000000.0,272518000000.0,6733000000.0,214165000000.0,84063000000.0,-51933000000.0,25979000000.0,-102899000000.0,4075000000.0,116941000000.0,221035000000.0,272968000000.0,-209543000000.0,-106644000000.0,4299000000.0,771000000.0,6717000000.0,2519000000.0,19887000000.0,41933000000.0,3546000000.0,,13469000000.0,13469000000.0,15995000000.0,31284000000.0,15988000000.0,13339000000.0,0.6941,48.87,25.01,25.01,21.25,2.6,-12.31,-12.31,43.05,43.05,-328.92,15995000000.0,51.13,0.23,2.62,3056000000.0
000001.XSHE,2025-12-31,2025q4,2026-03-21,80642000000.0,397930000000.0,50259000000.0,551184000000.0,273791000000.0,69478000000.0,19406000000.0,270788000000.0,14959000000.0,10781000000.0,5501000000.0,5925777000000.0,5374593000000.0,551184000000.0,,,,,,,,,,,,107797000000.0,107797000000.0,0.0,-1832000000.0,1605000000.0,45130000000.0,256044000000.0,7896000000.0,183844000000.0,-68655000000.0,-65791000000.0,-2510000000.0,244075000000.0,4241000000.0,287304000000.0,191858000000.0,257649000000.0,304713000000.0,60638000000.0,4953000000.0,955000000.0,6164000000.0,945000000.0,18531000000.0,39999000000.0,4198000000.0,,4294000000.0,4294000000.0,5311000000.0,30773000000.0,5239000000.0,4355000000.0,0.2213,82.74,-68.12,-68.12,-66.8,0.81,-1.63,-1.63,13.95,13.95,793.15,5311000000.0,17.26,0.07,0.8,4028000000.0
000001.XSHE,2026-03-31,2026q1,2026-04-25,80598000000.0,387996000000.0,49764000000.0,544083000000.0,258285000000.0,69520000000.0,19406000000.0,283714000000.0,12235000000.0,10781000000.0,7970000000.0,6033962000000.0,5489879000000.0,544083000000.0,,,,,,,,,,,,290440000000.0,-52195000000.0,342635000000.0,-846000000.0,172000000.0,45519000000.0,234230000000.0,6158000000.0,174703000000.0,-35634000000.0,-53517000000.0,86560000000.0,37802000000.0,8115000000.0,154604000000.0,180885000000.0,234402000000.0,330351000000.0,292549000000.0,2865000000.0,799000000.0,8161000000.0,2876000000.0,17814000000.0,39895000000.0,4511000000.0,,14523000000.0,14523000000.0,17389000000.0,35277000000.0,17399000000.0,14488000000.0,0.7484,50.71,238.22,238.22,227.41,2.65,14.64,14.64,41.17,41.17,107.16,17389000000.0,49.29,0.24,2.65,5736000000.0
001227.XSHE,2022-06-30,2022q2,2022-08-30,5558468355.1,30295687807.4,2641299295.55,30894503182.68,31054186582.6,5103500046.32,5695697168.0,7505076110.81,76541002.77,1701657070.4,316533697.01,433070903037.09,401860860575.93,31210042461.16,,,,,,,,,,,,-1002443112.9399996,-1002443112.93,-0.0100002288818359,-1514945.06,7113830.129999995,5070455624.09,12710447447.400002,74405193.31,6084345856.59,-2088808757.8,-6559172732.21,,7647053322.14,269081317.24000007,2084855927.66,6158388545.32,12717561277.530005,23333049594.83,15685996272.689997,280173740.43,21924599.24,110740779.70000002,-32361908.05,3346227189.2499995,4769689685.240001,392037116.13,3841546.4700000007,343890444.29,340048897.82,309713361.97,2018049144.85,311528536.24,347572830.77,0.0597,84.65,-31.89,-30.56,-44.45,1.12,13.02,13.02,17.04,17.04,378.93,309713361.97,15.35,0.08,1.1,503792911.91
001227.XSHE,2022-09-30,2022q3,2022-10-29,5558698307.93,30943603568.9,2619010127.03,31677428372.72,31205768124.33,5103500046.32,5695697168.0,8021517700.41,88188603.52,1701657070.4,359640494.46,437117932153.5,405140258426.08,31977673727.42,,,,,,,,,,,,1061307503.3000002,1061307503.3,0.0,-246819.54,35869420.85000001,4679888451.950001,5003831082.48,122860113.34000002,9191042697.150002,-595160329.5799999,4274202307.16,7048780659.110001,-2617487654.74,208148291.4699999,595390282.4100001,9313902810.490002,5039700503.329998,11960265961.649994,14577753616.390009,261497915.94999996,20492079.97,103080820.70999998,95447070.84,3009484757.28,4451692395.309999,473840202.72,14706076.220000004,531147665.82000005,516441589.5999999,635343963.2199999,1881257218.65,626594736.6600001,533575815.27,0.0907,66.23,54.45,51.87,105.14,1.71,-6.78,-6.78,28.23,28.23,-139.14,635343963.22,33.77,0.12,1.65,354542909.42
